Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,5.923076923076923,0.0,0.0,355.6530769230769,31.615384615384617,0.0,0.0,317.41076923076923,71.46153846153847,0.1616130177514793,0.0022615384615384615,349.82538461538456,41.23076923076923,0.19441893491124265,0.004715384615384616,326.67846153846153
August,1,0:30,4.538461538461538,0.0,0.0,342.0392307692308,22.0,0.0,0.0,280.5476923076923,47.38461538461539,0.32513136094674555,0.0068615384615384615,306.6976923076923,28.23076923076923,0.06037041420118343,0.0021384615384615383,301.6646153846154
August,1,1:00,3.4615384615384617,0.0,0.0,294.85076923076923,9.692307692307692,0.21226153846153845,0.0219,409.31,36.76923076923077,0.9642023668639053,0.026223076923076922,320.74692307692305,21.384615384615383,0.3490627218934911,0.016323076923076923,373.31692307692305
August,1,1:30,2.4615384615384617,0.0,0.0,338.2761538461539,5.846153846153846,0.2860568047337278,0.04893076923076923,241.13538461538462,26.083333333333332,0.36476538461538455,0.013984615384615384,304.42846153846153,16.076923076923077,0.363091124260355,0.022584615384615384,313.81692307692305
August,1,2:00,1.6923076923076923,0.0,0.0,336.1023076923077,4.461538461538462,0.0,0.0,367.07384615384615,16.833333333333332,0.44349358974358977,0.02634615384615385,313.0276923076923,11.076923076923077,0.4060970414201183,0.03666153846153846,345.1223076923077
August,1,2:30,1.9230769230769231,0.024659763313609466,0.012823076923076921,295.0015384615385,6.0,0.0,0.0,364.4653846153846,20.916666666666668,0.9248384615384616,0.044215384615384615,316.4276923076923,8.538461538461538,0.15999763313609466,0.018738461538461537,301.4446153846154
August,1,3:00,2.3846153846153846,0.030578106508875734,0.012823076923076921,191.99461538461537,10.153846153846153,0.0,0.0,341.61769230769227,18.833333333333332,0.6703217948717949,0.035592307692307694,393.7061538461539,2.923076923076923,0.21360946745562126,0.07307692307692307,442.3715384615385
August,1,3:30,1.6923076923076923,0.0650887573964497,0.038461538461538464,307.6215384615385,10.461538461538462,0.0,0.0,378.5376923076923,26.0,0.013999999999999999,0.0005384615384615384,352.41076923076923,2.6923076923076925,0.08284023668639054,0.03076923076923077,317.93384615384616
August,1,4:00,2.4615384615384617,0.03786982248520711,0.015384615384615385,245.52923076923076,13.923076923076923,0.26775147928994086,0.019230769230769232,264.3984615384615,32.083333333333336,0.9575641025641027,0.02984615384615385,297.2661538461538,6.0,0.13846153846153844,0.023076923076923075,267.7676923076923
August,1,4:30,3.5384615384615383,0.19605798816568046,0.055407692307692304,326.0169230769231,18.23076923076923,0.4674088757396449,0.025638461538461537,253.3023076923077,39.38461538461539,0.3944520710059172,0.010015384615384617,340.33769230769224,13.538461538461538,0.3356497041420118,0.02479230769230769,322.0307692307692
August,1,5:00,6.846153846153846,1.5574999999999999,0.2275,335.13461538461536,21.76923076923077,0.0,0.0,210.55384615384614,54.23076923076923,0.7129260355029586,0.013146153846153846,300.57153846153847,26.692307692307693,1.7175473372781065,0.06434615384615384,271.9023076923077
August,1,5:30,12.461538461538462,2.4268366863905326,0.19474615384615385,281.57153846153847,25.923076923076923,2.1552047337278104,0.08313846153846154,355.5376923076923,64.46153846153847,1.7488911242603553,0.027130769230769233,326.8384615384615,44.92307692307692,1.1738745562130177,0.02613076923076923,250.3476923076923
August,1,6:00,23.692307692307693,3.7470295857988165,0.15815384615384614,324.97076923076924,29.0,10.045376923076923,0.34639230769230767,402.3761538461539,83.38461538461539,0.3399526627218935,0.004076923076923077,289.00307692307695,71.23076923076923,1.5183112426035503,0.021315384615384618,268.1523076923077
August,1,6:30,44.30769230769231,3.1966295857988163,0.07214615384615385,288.67615384615385,44.46153846153846,13.82138224852071,0.31086153846153847,253.91,110.23076923076923,4.0208792899408285,0.03647692307692308,273.7107692307692,118.46153846153847,3.420804733727811,0.028876923076923078,274.2930769230769
August,1,7:00,73.61538461538461,3.643395266272189,0.04949230769230769,297.1976923076923,60.92307692307692,2.3488189349112423,0.038553846153846154,273.86923076923074,144.07692307692307,1.3820301775147927,0.009592307692307692,273.85769230769233,170.30769230769232,4.180398816568047,0.024546153846153846,269.68615384615384
August,1,7:30,105.07692307692308,1.0911834319526628,0.010384615384615384,309.0123076923077,92.3076923076923,3.3507692307692305,0.0363,292.05538461538464,200.69230769230768,3.2867224852071004,0.016376923076923077,276.1953846153846,220.76923076923077,1.733887573964497,0.007853846153846154,280.54615384615386
August,1,8:00,126.76923076923077,0.9215147928994084,0.00726923076923077,302.57153846153847,126.07692307692308,1.2200366863905325,0.009676923076923076,286.19615384615383,314.9230769230769,2.0833372781065087,0.006615384615384616,284.45076923076925,274.38461538461536,4.044007100591715,0.014738461538461537,296.72153846153844
August,1,8:30,153.53846153846155,1.3003526627218935,0.008469230769230769,321.24,168.3846153846154,1.450698224852071,0.008615384615384615,312.46846153846155,410.3076923076923,2.8500603550295858,0.006946153846153846,309.4907692307692,324.15384615384613,6.797256804733728,0.02096923076923077,308.2607692307692
August,1,9:00,186.07692307692307,0.634092899408284,0.0034076923076923078,306.62,207.3846153846154,3.3325112426035504,0.01606923076923077,321.3992307692307,551.1538461538462,3.086461538461539,0.0056,310.6630769230769,376.53846153846155,5.616215976331361,0.014915384615384615,302.75615384615384
August,1,9:30,206.76923076923077,1.052932544378698,0.005092307692307692,318.3146153846154,264.9230769230769,2.9080402366863902,0.010976923076923077,319.7753846153846,683.6923076923077,7.9097940828402376,0.01156923076923077,307.39076923076925,395.15384615384613,9.89100473372781,0.02503076923076923,312.58846153846156
August,1,10:00,208.3846153846154,1.4073976331360947,0.006753846153846154,326.0238461538462,290.38461538461536,0.9225295857988166,0.003176923076923077,326.2838461538462,764.7692307692307,7.712403550295857,0.010084615384615385,322.95307692307694,431.46153846153845,7.616955621301775,0.017653846153846155,309.9053846153846
August,1,10:30,227.92307692307693,1.7181893491124263,0.007538461538461539,321.67384615384617,316.0,7.083261538461539,0.022415384615384615,324.70846153846156,841.4615384615385,13.508694082840238,0.016053846153846155,325.0169230769231,450.15384615384613,9.993415384615384,0.0222,315.6938461538462
August,1,11:00,229.76923076923077,0.7246568047337278,0.0031538461538461538,324.05923076923074,341.7692307692308,6.956318343195266,0.020353846153846153,339.1461538461538,886.9230769230769,8.589508875739645,0.009684615384615385,333.47769230769234,481.7692307692308,10.358038461538461,0.0215,317.5676923076923
August,1,11:30,217.23076923076923,1.7478721893491123,0.008046153846153845,322.5346153846154,387.2307692307692,9.228007100591716,0.023830769230769232,338.5515384615385,922.0769230769231,9.490299408284024,0.010292307692307693,332.61538461538464,460.0769230769231,5.605860355029586,0.012184615384615384,324.6423076923077
August,1,12:00,222.92307692307693,1.2878094674556213,0.005776923076923077,323.27923076923076,395.2307692307692,8.001902958579882,0.020246153846153844,336.6853846153846,939.0769230769231,19.287195266272192,0.02053846153846154,336.54692307692306,469.9230769230769,9.409305917159761,0.02002307692307692,318.2830769230769
August,1,12:30,231.23076923076923,1.0156366863905324,0.004392307692307692,325.88153846153847,394.53846153846155,7.429462721893492,0.01883076923076923,337.26307692307694,935.3846153846154,12.965869822485207,0.013861538461538462,338.5561538461538,468.3076923076923,6.044771597633136,0.012907692307692308,321.6330769230769
August,1,13:00,230.76923076923077,1.1627218934911243,0.0050384615384615385,321.8438461538462,407.6923076923077,5.952307692307692,0.0146,333.54076923076923,912.2307692307693,8.20305976331361,0.008992307692307692,343.38461538461536,454.9230769230769,12.25842721893491,0.026946153846153845,325.91615384615386
August,1,13:30,228.6153846153846,1.8130958579881657,0.00793076923076923,322.37461538461537,407.61538461538464,5.694073372781066,0.01396923076923077,339.0123076923077,900.6153846153846,10.758889940828402,0.011946153846153846,344.6107692307693,475.7692307692308,29.69165976331361,0.06240769230769231,332.5476923076923
August,1,14:00,225.84615384615384,2.8595597633136096,0.012661538461538462,323.7238461538461,427.38461538461536,7.614021301775147,0.017815384615384615,349.11307692307696,925.75,11.365361538461537,0.012276923076923076,344.5730769230769,482.2307692307692,19.585988165680472,0.040615384615384616,313.0646153846154
August,1,14:30,220.3846153846154,1.680008875739645,0.0076230769230769225,324.9807692307692,412.6923076923077,6.311017751479289,0.015292307692307692,340.5930769230769,903.75,14.814548076923076,0.016392307692307692,342.94615384615383,473.9230769230769,10.67785147928994,0.02253076923076923,324.98923076923074
August,1,15:00,219.76923076923077,1.0396775147928996,0.004730769230769231,328.59230769230766,421.84615384615387,10.260596449704142,0.024323076923076923,341.03615384615387,892.8333333333334,12.788120512820512,0.014323076923076923,345.24923076923073,454.2307692307692,6.530440828402367,0.014376923076923077,319.6938461538462
August,1,15:30,188.0,1.1496923076923078,0.006115384615384615,334.3961538461538,420.53846153846155,7.0812207100591715,0.016838461538461538,341.7676923076923,879.25,32.282001923076926,0.036715384615384615,345.61,414.61538461538464,7.421615384615385,0.0179,328.8969230769231
August,1,16:00,172.6153846153846,1.0635763313609468,0.006161538461538462,324.0492307692308,395.84615384615387,3.099779881656805,0.007830769230769231,342.2523076923077,870.5,18.722446153846153,0.021507692307692308,344.3792307692308,398.0769230769231,4.5748224852071,0.011492307692307692,324.6192307692308
August,1,16:30,148.76923076923077,0.8159420118343196,0.005484615384615385,328.82,388.0,3.6561538461538463,0.009423076923076923,346.9553846153846,826.1666666666666,6.711015384615385,0.008123076923076924,346.27461538461534,365.6923076923077,2.2250970414201183,0.0060846153846153845,315.5861538461538
August,1,17:00,116.23076923076923,0.6339047337278108,0.005453846153846155,346.7053846153846,362.3076923076923,3.2747041420118346,0.009038461538461539,344.88461538461536,769.5833333333334,4.712217948717949,0.006123076923076924,343.9676923076923,322.2307692307692,4.131989940828403,0.012823076923076925,317.23692307692306
August,1,17:30,93.46153846153847,0.3997278106508876,0.004276923076923077,356.00538461538457,322.38461538461536,2.6584331360946742,0.008246153846153846,329.84076923076924,715.1538461538462,5.6387130177514795,0.007884615384615384,342.7076923076923,290.6923076923077,5.6327224852071005,0.019376923076923076,318.5376923076923
August,1,18:00,71.15384615384616,0.30650887573964497,0.0043076923076923075,319.3230769230769,287.15384615384613,2.9554757396449705,0.010292307692307693,344.5115384615384,625.0769230769231,7.130685207100591,0.011407692307692306,348.55846153846153,256.9230769230769,5.699739644970413,0.022184615384615382,312.5530769230769
August,1,18:30,58.15384615384615,0.30374201183431954,0.005223076923076923,334.3469230769231,256.38461538461536,3.7589928994082835,0.01466153846153846,330.7846153846154,571.1538461538462,3.475251479289941,0.0060846153846153845,349.46846153846155,223.30769230769232,6.743892307692309,0.0302,311.4215384615385
August,1,19:00,45.69230769230769,0.19717988165680472,0.004315384615384615,315.24384615384616,250.66666666666666,4.031555555555556,0.016083333333333335,327.53000000000003,498.84615384615387,4.5548491124260355,0.00913076923076923,334.9553846153846,196.30769230769232,4.631351479289941,0.02359230769230769,319.59461538461534
August,1,19:30,33.61538461538461,1.2952266272189348,0.03853076923076923,321.83769230769224,208.83333333333334,2.7061319444444445,0.012958333333333334,322.12916666666666,434.15384615384613,5.934549112426035,0.013669230769230769,345.1546153846154,174.33333333333334,8.065822222222224,0.04626666666666667,320.63666666666666
August,1,20:00,24.692307692307693,1.1723147928994084,0.047476923076923076,341.2323076923077,181.5,4.8657125,0.026808333333333333,330.18666666666667,396.6666666666667,10.53811111111111,0.026566666666666666,342.38416666666666,147.25,5.412664583333333,0.03675833333333333,327.1025
August,1,20:30,19.923076923076923,0.6344733727810652,0.03184615384615385,312.47846153846154,163.91666666666666,3.5706513888888884,0.02178333333333333,333.94666666666666,343.3333333333333,3.9311666666666665,0.01145,336.235,128.08333333333334,1.466554166666667,0.011450000000000002,298.8925
August,1,21:00,14.5,2.2212791666666667,0.15319166666666667,373.42833333333334,128.45454545454547,1.6593991735537192,0.012918181818181818,319.1527272727273,280.0,1.253,0.004475,338.9583333333333,101.25,2.0098125,0.01985,318.2658333333333
August,1,21:30,11.5,0.9222999999999999,0.0802,326.6791666666667,109.3,1.62857,0.0149,318.25,229.58333333333334,1.7467465277777776,0.007608333333333332,340.9375,98.4,2.0299920000000005,0.020630000000000003,315.538
August,1,22:00,11.2,1.046752,0.09346,297.26800000000003,87.5,0.46287500000000004,0.00529,310.009,189.08333333333334,0.8871159722222223,0.004691666666666667,337.71666666666664,75.0,0.4266666666666667,0.005688888888888889,301.6955555555556
August,1,22:30,8.4,0.488712,0.058179999999999996,252.836,63.7,0.347165,0.00545,313.3,147.66666666666666,0.1636638888888889,0.0011083333333333333,330.00333333333333,70.2,1.41102,0.0201,322.696
August,1,23:00,13.0,0.7221500000000001,0.05555,254.72,53.2,0.50806,0.00955,308.841,111.33333333333333,0.14844444444444443,0.0013333333333333333,321.2758333333333,66.33333333333333,0.3250333333333333,0.0049,298.15333333333336
August,1,23:30,8.0,0.0,0.0,167.38,50.75,0.715575,0.0141,290.76,89.58333333333333,0.26203125,0.002925,294.50916666666666,56.0,0.0,0.0,283.53999999999996
